order_id,customer_id,store_id,order_date,order_datetime,delivery_date,promised_delivery_date,subtotal_eur,tax_amount_eur,shipping_cost_eur,discount_amount_eur,total_amount_eur,currency_code,exchange_rate,total_amount_local,order_status,fulfillment_center,shipping_method,tracking_number,order_channel,traffic_source,campaign_code,payment_method,payment_status,customer_service_notes,return_reason,return_date,created_at,updated_at
ORD_00000187,CUST_DE_0000463,STORE_DE_031,2024-10-01,2024-10-01 13:27:00,2024-10-01,2024-10-02,153.0,30.6,0.0,0,183.6,EUR,1.0,183.6,completed,FC_DE,standard,TRK568368638,in_store,email,,paypal,completed,,,,2024-10-01 13:27:00,2024-10-01 13:27:00
ORD_00000188,CUST_BE_0001767,,2024-10-02,2024-10-02 11:53:00,2024-10-07,2024-10-08,275.24,55.05,0.0,0,330.29,EUR,1.0,330.29,completed,FC_BE,click_collect,TRK696584638,online,display_ads,,paypal,completed,,,,2024-10-02 11:53:00,2024-10-02 11:53:00
ORD_00000189,CUST_BE_0001856,,2024-10-03,2024-10-03 17:28:00,2024-10-03,2024-10-04,429.01,85.8,0.0,0,514.81,EUR,1.0,514.81,completed,FC_BE,in_store_pickup,TRK897892621,social_commerce,display_ads,,credit_card,completed,,,,2024-10-03 17:28:00,2024-10-03 17:28:00
ORD_00000190,CUST_DE_0000175,,2024-10-04,2024-10-04 06:30:00,2024-10-06,2024-10-06,448.15,89.63,0.0,0,537.78,EUR,1.0,537.78,completed,FC_DE,click_collect,TRK915174910,mobile_app,email,,debit_card,completed,,,,2024-10-04 06:30:00,2024-10-04 06:30:00
ORD_00000191,CUST_NL_0001344,,2024-10-05,2024-10-05 07:35:00,,,139.96,27.99,0.0,0,167.95,EUR,1.0,167.95,processing,FC_NL,next_day,,mobile_app,paid_search,,debit_card,completed,,,,2024-10-05 07:35:00,2024-10-05 07:35:00
ORD_00000192,CUST_FR_0001171,,2024-10-06,2024-10-06 10:43:00,2024-10-08,2024-10-07,482.78,96.56,0.0,0,579.34,EUR,1.0,579.34,completed,FC_FR,express,TRK935136273,mobile_app,display_ads,,debit_card,completed,,,,2024-10-06 10:43:00,2024-10-06 10:43:00
ORD_00000193,CUST_NL_0001374,STORE_NL_004,2024-10-06,2024-10-06 21:51:00,2024-10-10,2024-10-10,475.77,95.15,0.0,0,570.92,EUR,1.0,570.92,completed,FC_NL,next_day,TRK496780049,in_store,direct,,paypal,completed,,,,2024-10-06 21:51:00,2024-10-06 21:51:00
ORD_00000194,CUST_NL_0001447,,2024-10-07,2024-10-07 13:16:00,,,232.11,46.42,0.0,0,278.53,EUR,1.0,278.53,processing,FC_NL,click_collect,,online,organic_search,,bank_transfer,completed,,,,2024-10-07 13:16:00,2024-10-07 13:16:00
ORD_00000195,CUST_BE_0001784,,2024-10-08,2024-10-08 17:21:00,2024-10-12,2024-10-12,596.95,119.39,0.0,0,716.34,EUR,1.0,716.34,completed,FC_BE,in_store_pickup,TRK836002908,social_commerce,social_media,,buy_now_pay_later,completed,,,,2024-10-08 17:21:00,2024-10-08 17:21:00
ORD_00000196,CUST_BE_0001691,,2024-10-09,2024-10-09 00:48:00,2024-10-12,2024-10-11,65.62,13.12,0.0,0,78.75,EUR,1.0,78.75,completed,FC_BE,in_store_pickup,TRK773525018,mobile_app,organic_search,,credit_card,completed,,,,2024-10-09 00:48:00,2024-10-09 00:48:00
ORD_00000197,CUST_NL_0001539,STORE_NL_001,2024-10-10,2024-10-10 10:57:00,2024-10-17,2024-10-16,226.96,45.39,0.0,0,272.35,EUR,1.0,272.35,completed,FC_NL,express,TRK848265308,in_store,referral,,bank_transfer,completed,,,,2024-10-10 10:57:00,2024-10-10 10:57:00
ORD_00000198,CUST_LU_0001961,STORE_LU_046,2024-10-10,2024-10-10 10:26:00,2024-10-10,2024-10-11,72.82,14.56,0.0,0,87.38,EUR,1.0,87.38,completed,FC_LU,standard,TRK373424815,in_store,display_ads,,debit_card,completed,,,,2024-10-10 10:26:00,2024-10-10 10:26:00
ORD_00000199,CUST_BE_0001814,STORE_BE_013,2024-10-11,2024-10-11 21:52:00,2024-10-19,2024-10-18,90.37,18.07,0.0,0,108.44,EUR,1.0,108.44,completed,FC_BE,standard,TRK109466566,in_store,display_ads,,bank_transfer,completed,,,,2024-10-11 21:52:00,2024-10-11 21:52:00
ORD_00000200,CUST_BE_0001794,,2024-10-12,2024-10-12 11:02:00,2024-10-16,2024-10-15,240.95,48.19,0.0,0,289.14,EUR,1.0,289.14,completed,FC_BE,standard,TRK434898253,online,direct,,credit_card,completed,,,,2024-10-12 11:02:00,2024-10-12 11:02:00
ORD_00000201,CUST_DE_0000638,STORE_DE_024,2024-10-12,2024-10-12 13:17:00,2024-10-13,2024-10-13,352.83,70.57,0.0,0,423.4,EUR,1.0,423.4,completed,FC_DE,click_collect,TRK908356534,online,direct,,buy_now_pay_later,completed,,,,2024-10-12 13:17:00,2024-10-12 13:17:00
ORD_00000202,CUST_DE_0000699,,2024-10-13,2024-10-13 16:45:00,,,460.91,92.18,0.0,0,553.09,EUR,1.0,553.09,processing,FC_DE,express,,mobile_app,organic_search,,buy_now_pay_later,completed,,,,2024-10-13 16:45:00,2024-10-13 16:45:00
ORD_00000203,CUST_DE_0000583,,2024-10-13,2024-10-13 17:32:00,2024-10-16,2024-10-15,60.3,12.06,0.0,0,72.36,EUR,1.0,72.36,completed,FC_DE,express,TRK886549753,online,paid_search,,credit_card,completed,,,,2024-10-13 17:32:00,2024-10-13 17:32:00
ORD_00000204,CUST_FR_0000812,STORE_FR_043,2024-10-14,2024-10-14 11:27:00,2024-10-16,2024-10-17,198.9,39.78,0.0,0,238.68,EUR,1.0,238.68,completed,FC_FR,in_store_pickup,TRK846041041,in_store,direct,,paypal,completed,,,,2024-10-14 11:27:00,2024-10-14 11:27:00
ORD_00000205,CUST_NL_0001230,,2024-10-14,2024-10-14 13:52:00,,2024-10-18,306.22,61.24,0.0,0,367.46,EUR,1.0,367.46,shipped,FC_NL,express,TRK850067359,online,social_media,,buy_now_pay_later,completed,,,,2024-10-14 13:52:00,2024-10-14 13:52:00
ORD_00000206,CUST_FR_0001180,,2024-10-15,2024-10-15 16:16:00,2024-10-18,2024-10-19,183.14,36.63,0.0,0,219.77,EUR,1.0,219.77,completed,FC_FR,in_store_pickup,TRK315970080,mobile_app,email,,debit_card,completed,,,,2024-10-15 16:16:00,2024-10-15 16:16:00
ORD_00000207,CUST_DE_0000423,STORE_DE_024,2024-10-15,2024-10-15 19:41:00,2024-10-19,2024-10-18,450.96,90.19,0.0,0,541.15,EUR,1.0,541.15,completed,FC_DE,click_collect,TRK903452805,in_store,display_ads,,debit_card,completed,,,,2024-10-15 19:41:00,2024-10-15 19:41:00
ORD_00000208,CUST_DE_0000107,,2024-10-16,2024-10-16 14:09:00,,2024-10-22,101.35,20.27,0.0,0,121.62,EUR,1.0,121.62,shipped,FC_DE,in_store_pickup,TRK886308134,online,display_ads,,paypal,completed,,,,2024-10-16 14:09:00,2024-10-16 14:09:00
ORD_00000209,CUST_BE_0001818,,2024-10-17,2024-10-17 15:04:00,2024-10-19,2024-10-19,1027.14,205.43,0.0,0,1232.57,EUR,1.0,1232.57,completed,FC_BE,express,TRK141361292,online,referral,,paypal,completed,,,,2024-10-17 15:04:00,2024-10-17 15:04:00
ORD_00000210,CUST_BE_0001753,STORE_BE_017,2024-10-17,2024-10-17 16:09:00,,,164.17,32.83,0.0,0,197.0,EUR,1.0,197.0,cancelled,FC_BE,next_day,,online,display_ads,,debit_card,failed,,,,2024-10-17 16:09:00,2024-10-17 16:09:00
ORD_00000211,CUST_FR_0001115,STORE_FR_039,2024-10-18,2024-10-18 18:52:00,2024-10-24,2024-10-24,82.77,16.55,0.0,0,99.32,EUR,1.0,99.32,completed,FC_FR,in_store_pickup,TRK263562975,online,social_media,,credit_card,completed,,,,2024-10-18 18:52:00,2024-10-18 18:52:00
ORD_00000212,CUST_DE_0000299,STORE_DE_024,2024-10-18,2024-10-18 05:36:00,2024-10-23,2024-10-22,224.54,44.91,0.0,0,269.45,EUR,1.0,269.45,completed,FC_DE,standard,TRK618197638,in_store,direct,,credit_card,completed,,,,2024-10-18 05:36:00,2024-10-18 05:36:00
ORD_00000213,CUST_NL_0001458,,2024-10-19,2024-10-19 20:01:00,2024-10-21,2024-10-22,525.02,105.0,0.0,0,630.02,EUR,1.0,630.02,completed,FC_NL,in_store_pickup,TRK343191214,online,organic_search,,credit_card,completed,,,,2024-10-19 20:01:00,2024-10-19 20:01:00
ORD_00000214,CUST_BE_0001755,,2024-10-20,2024-10-20 20:20:00,2024-10-26,2024-10-27,143.3,28.66,0.0,0,171.96,EUR,1.0,171.96,completed,FC_BE,in_store_pickup,TRK296858218,mobile_app,paid_search,,buy_now_pay_later,completed,,,,2024-10-20 20:20:00,2024-10-20 20:20:00
ORD_00000215,CUST_BE_0001606,,2024-10-20,2024-10-20 19:19:00,2024-10-22,2024-10-22,315.14,63.03,0.0,0,378.17,EUR,1.0,378.17,completed,FC_BE,express,TRK399261927,mobile_app,referral,,paypal,completed,,,,2024-10-20 19:19:00,2024-10-20 19:19:00
ORD_00000216,CUST_NL_0001461,,2024-10-21,2024-10-21 17:04:00,,2024-10-25,39.12,7.82,9.21,0,56.15,EUR,1.0,56.15,returned,FC_NL,next_day,,mobile_app,email,,buy_now_pay_later,completed,,,,2024-10-21 17:04:00,2024-10-21 17:04:00
ORD_00000217,CUST_DE_0000064,STORE_DE_027,2024-10-22,2024-10-22 15:08:00,2024-10-26,2024-10-26,326.65,65.33,0.0,0,391.99,EUR,1.0,391.99,completed,FC_DE,in_store_pickup,TRK254941011,phone,email,,paypal,completed,,,,2024-10-22 15:08:00,2024-10-22 15:08:00
ORD_00000218,CUST_DE_0000462,,2024-10-23,2024-10-23 19:27:00,2024-10-28,2024-10-29,149.2,29.84,0.0,0,179.04,EUR,1.0,179.04,completed,FC_DE,standard,TRK335723981,mobile_app,social_media,,paypal,completed,,,,2024-10-23 19:27:00,2024-10-23 19:27:00
ORD_00000219,CUST_BE_0001851,,2024-10-23,2024-10-23 12:01:00,,,732.99,146.6,0.0,0,879.59,EUR,1.0,879.59,cancelled,FC_BE,click_collect,,online,display_ads,,paypal,failed,,,,2024-10-23 12:01:00,2024-10-23 12:01:00
ORD_00000220,CUST_FR_0000913,STORE_FR_042,2024-10-24,2024-10-24 16:01:00,2024-10-29,2024-10-30,299.55,59.91,0.0,0,359.46,EUR,1.0,359.46,completed,FC_FR,standard,TRK268528926,in_store,paid_search,,credit_card,completed,,,,2024-10-24 16:01:00,2024-10-24 16:01:00
ORD_00000221,CUST_LU_0001963,,2024-10-25,2024-10-25 12:55:00,2024-10-26,2024-10-27,142.81,28.56,0.0,0,171.37,EUR,1.0,171.37,completed,FC_LU,next_day,TRK678205941,online,display_ads,,debit_card,completed,,,,2024-10-25 12:55:00,2024-10-25 12:55:00
ORD_00000222,CUST_DE_0000428,,2024-10-25,2024-10-25 07:05:00,2024-10-30,2024-10-31,31.34,6.27,9.29,0,46.9,EUR,1.0,46.9,completed,FC_DE,express,TRK313400306,online,email,,paypal,completed,,,,2024-10-25 07:05:00,2024-10-25 07:05:00
ORD_00000223,CUST_DE_0000194,STORE_DE_026,2024-10-26,2024-10-26 16:03:00,2024-10-27,2024-10-28,142.18,28.44,0.0,0,170.62,EUR,1.0,170.62,completed,FC_DE,standard,TRK621313864,in_store,email,,paypal,completed,,,,2024-10-26 16:03:00,2024-10-26 16:03:00
ORD_00000224,CUST_DE_0000359,STORE_DE_023,2024-10-27,2024-10-27 16:06:00,,,46.5,9.3,0.0,0,55.8,EUR,1.0,55.8,cancelled,FC_DE,express,,in_store,organic_search,,paypal,failed,,,,2024-10-27 16:06:00,2024-10-27 16:06:00
ORD_00000225,CUST_BE_0001894,,2024-10-27,2024-10-27 12:14:00,2024-11-01,2024-11-02,246.78,49.36,0.0,0,296.14,EUR,1.0,296.14,completed,FC_BE,click_collect,TRK580377420,mobile_app,social_media,,debit_card,completed,,,,2024-10-27 12:14:00,2024-10-27 12:14:00
ORD_00000226,CUST_DE_0000015,,2024-10-28,2024-10-28 16:34:00,2024-11-04,2024-11-04,125.87,25.17,0.0,0,151.04,EUR,1.0,151.04,completed,FC_DE,express,TRK737842126,online,referral,,buy_now_pay_later,completed,,,,2024-10-28 16:34:00,2024-10-28 16:34:00
ORD_00000227,CUST_BE_0001737,,2024-10-29,2024-10-29 06:37:00,2024-11-05,2024-11-05,99.84,19.97,0.0,0,119.81,EUR,1.0,119.81,completed,FC_BE,standard,TRK592774534,online,direct,,debit_card,completed,,,,2024-10-29 06:37:00,2024-10-29 06:37:00
ORD_00000228,CUST_NL_0001493,,2024-10-29,2024-10-29 13:22:00,2024-11-01,2024-11-02,30.12,6.02,5.05,0,41.19,EUR,1.0,41.19,completed,FC_NL,standard,TRK338868989,online,direct,,buy_now_pay_later,completed,,,,2024-10-29 13:22:00,2024-10-29 13:22:00
ORD_00000229,CUST_FR_0001144,,2024-10-30,2024-10-30 14:19:00,2024-11-07,2024-11-06,102.47,20.49,0.0,0,122.97,EUR,1.0,122.97,completed,FC_FR,express,TRK369625982,online,direct,,paypal,completed,,,,2024-10-30 14:19:00,2024-10-30 14:19:00
ORD_00000230,CUST_FR_0001053,STORE_FR_041,2024-10-30,2024-10-30 17:34:00,2024-11-03,2024-11-03,474.44,94.89,0.0,0,569.33,EUR,1.0,569.33,completed,FC_FR,in_store_pickup,TRK307338353,online,paid_search,,debit_card,completed,,,,2024-10-30 17:34:00,2024-10-30 17:34:00
ORD_00000231,CUST_DE_0000361,STORE_DE_025,2024-10-31,2024-10-31 12:24:00,2024-11-07,2024-11-06,147.05,29.41,0.0,0,176.46,EUR,1.0,176.46,completed,FC_DE,standard,TRK793601917,online,email,,buy_now_pay_later,completed,,,,2024-10-31 12:24:00,2024-10-31 12:24:00
ORD_00000232,CUST_DE_0000107,,2024-11-01,2024-11-01 10:52:00,2024-11-05,2024-11-04,756.48,151.3,0.0,0,907.78,EUR,1.0,907.78,completed,FC_DE,click_collect,TRK179686138,online,display_ads,,bank_transfer,completed,,,,2024-11-01 10:52:00,2024-11-01 10:52:00
ORD_00000233,CUST_NL_0001553,STORE_NL_011,2024-11-01,2024-11-01 15:11:00,2024-11-06,2024-11-06,102.44,20.49,0.0,0,122.93,EUR,1.0,122.93,completed,FC_NL,next_day,TRK642101405,in_store,display_ads,,bank_transfer,completed,,,,2024-11-01 15:11:00,2024-11-01 15:11:00
ORD_00000234,CUST_BE_0001825,,2024-11-02,2024-11-02 15:45:00,,2024-11-03,131.34,26.27,0.0,0,157.61,EUR,1.0,157.61,returned,FC_BE,click_collect,,mobile_app,direct,,paypal,completed,,,,2024-11-02 15:45:00,2024-11-02 15:45:00
ORD_00000235,CUST_BE_0001740,STORE_BE_020,2024-11-03,2024-11-03 15:23:00,,,35.14,7.03,9.07,0,51.23,EUR,1.0,51.23,processing,FC_BE,click_collect,,online,social_media,,debit_card,completed,,,,2024-11-03 15:23:00,2024-11-03 15:23:00
ORD_00000236,CUST_DE_0000536,,2024-11-03,2024-11-03 17:28:00,2024-11-05,2024-11-06,33.29,6.66,6.76,0,46.71,EUR,1.0,46.71,completed,FC_DE,standard,TRK920979181,mobile_app,referral,,bank_transfer,completed,,,,2024-11-03 17:28:00,2024-11-03 17:28:00
ORD_00000237,CUST_DE_0000003,,2024-11-04,2024-11-04 11:27:00,,2024-11-07,374.46,74.89,0.0,0,449.35,EUR,1.0,449.35,shipped,FC_DE,standard,TRK264050774,online,direct,,bank_transfer,completed,,,,2024-11-04 11:27:00,2024-11-04 11:27:00
ORD_00000238,CUST_DE_0000634,STORE_DE_034,2024-11-04,2024-11-04 06:01:00,2024-11-10,2024-11-11,73.92,14.78,0.0,0,88.7,EUR,1.0,88.7,completed,FC_DE,next_day,TRK853004033,in_store,display_ads,,debit_card,completed,,,,2024-11-04 06:01:00,2024-11-04 06:01:00
ORD_00000239,CUST_FR_0000786,,2024-11-05,2024-11-05 07:57:00,2024-11-13,2024-11-12,359.97,71.99,0.0,0,431.97,EUR,1.0,431.97,completed,FC_FR,standard,TRK411017338,online,email,,credit_card,completed,,,,2024-11-05 07:57:00,2024-11-05 07:57:00
ORD_00000240,CUST_DE_0000263,STORE_DE_032,2024-11-05,2024-11-05 20:01:00,2024-11-09,2024-11-10,292.99,58.6,0.0,0,351.59,EUR,1.0,351.59,completed,FC_DE,express,TRK551480884,in_store,referral,,bank_transfer,completed,,,,2024-11-05 20:01:00,2024-11-05 20:01:00
ORD_00000241,CUST_FR_0001134,STORE_FR_045,2024-11-06,2024-11-06 11:25:00,2024-11-13,2024-11-13,405.49,81.1,0.0,0,486.59,EUR,1.0,486.59,completed,FC_FR,click_collect,TRK915748272,online,direct,,bank_transfer,completed,,,,2024-11-06 11:25:00,2024-11-06 11:25:00
ORD_00000242,CUST_DE_0000085,,2024-11-07,2024-11-07 12:53:00,2024-11-09,2024-11-09,192.2,38.44,0.0,0,230.64,EUR,1.0,230.64,completed,FC_DE,express,TRK863948052,online,display_ads,,debit_card,completed,,,,2024-11-07 12:53:00,2024-11-07 12:53:00
ORD_00000243,CUST_DE_0000276,,2024-11-08,2024-11-08 15:13:00,,2024-11-09,99.18,19.84,0.0,0,119.02,EUR,1.0,119.02,shipped,FC_DE,standard,TRK684818561,online,social_media,,credit_card,completed,,,,2024-11-08 15:13:00,2024-11-08 15:13:00
ORD_00000244,CUST_NL_0001413,,2024-11-09,2024-11-09 21:39:00,,2024-11-14,179.33,35.87,0.0,0,215.2,EUR,1.0,215.2,shipped,FC_NL,standard,TRK936443670,mobile_app,organic_search,,debit_card,completed,,,,2024-11-09 21:39:00,2024-11-09 21:39:00
ORD_00000245,CUST_BE_0001845,,2024-11-10,2024-11-10 20:03:00,2024-11-12,2024-11-11,125.87,25.17,0.0,0,151.04,EUR,1.0,151.04,completed,FC_BE,in_store_pickup,TRK148679607,online,paid_search,,bank_transfer,completed,,,,2024-11-10 20:03:00,2024-11-10 20:03:00
ORD_00000246,CUST_BE_0001816,,2024-11-11,2024-11-11 19:03:00,2024-11-15,2024-11-15,232.97,46.59,0.0,0,279.56,EUR,1.0,279.56,completed,FC_BE,in_store_pickup,TRK755113194,online,direct,,buy_now_pay_later,completed,,,,2024-11-11 19:03:00,2024-11-11 19:03:00
ORD_00000247,CUST_NL_0001594,,2024-11-11,2024-11-11 14:53:00,,,375.6,75.12,0.0,0,450.72,EUR,1.0,450.72,processing,FC_NL,click_collect,,mobile_app,display_ads,,paypal,completed,,,,2024-11-11 14:53:00,2024-11-11 14:53:00
ORD_00000248,CUST_NL_0001338,STORE_NL_006,2024-11-12,2024-11-12 03:11:00,2024-11-18,2024-11-17,20.99,4.2,6.01,0,31.2,EUR,1.0,31.2,completed,FC_NL,standard,TRK330029714,online,direct,,buy_now_pay_later,completed,,,,2024-11-12 03:11:00,2024-11-12 03:11:00
ORD_00000249,CUST_BE_0001752,,2024-11-12,2024-11-12 13:51:00,2024-11-16,2024-11-17,209.27,41.85,0.0,0,251.12,EUR,1.0,251.12,completed,FC_BE,express,TRK843887663,online,referral,,bank_transfer,completed,,,,2024-11-12 13:51:00,2024-11-12 13:51:00
ORD_00000250,CUST_FR_0001049,,2024-11-13,2024-11-13 16:12:00,,,319.32,63.86,0.0,0,383.18,EUR,1.0,383.18,processing,FC_FR,standard,,mobile_app,referral,,buy_now_pay_later,completed,,,,2024-11-13 16:12:00,2024-11-13 16:12:00
ORD_00000251,CUST_FR_0000738,STORE_FR_040,2024-11-13,2024-11-13 23:25:00,,2024-11-17,27.1,5.42,0.0,0,32.52,EUR,1.0,32.52,returned,FC_FR,express,,in_store,email,,bank_transfer,completed,,,,2024-11-13 23:25:00,2024-11-13 23:25:00
ORD_00000252,CUST_BE_0001889,,2024-11-14,2024-11-14 12:08:00,,2024-11-21,437.72,87.54,0.0,0,525.26,EUR,1.0,525.26,shipped,FC_BE,next_day,TRK416381845,mobile_app,organic_search,,bank_transfer,completed,,,,2024-11-14 12:08:00,2024-11-14 12:08:00
ORD_00000253,CUST_FR_0001047,,2024-11-15,2024-11-15 15:38:00,,,556.98,111.4,0.0,0,668.38,EUR,1.0,668.38,processing,FC_FR,click_collect,,online,email,,buy_now_pay_later,completed,,,,2024-11-15 15:38:00,2024-11-15 15:38:00
ORD_00000254,CUST_BE_0001833,,2024-11-15,2024-11-15 12:21:00,2024-11-21,2024-11-22,58.87,11.77,0.0,0,70.64,EUR,1.0,70.64,completed,FC_BE,in_store_pickup,TRK429781313,phone,referral,,debit_card,completed,,,,2024-11-15 12:21:00,2024-11-15 12:21:00
ORD_00000255,CUST_DE_0000168,,2024-11-16,2024-11-16 23:23:00,,,560.28,112.06,0.0,0,672.34,EUR,1.0,672.34,cancelled,FC_DE,in_store_pickup,,mobile_app,social_media,,paypal,failed,,,,2024-11-16 23:23:00,2024-11-16 23:23:00
ORD_00000256,CUST_FR_0000750,STORE_FR_036,2024-11-17,2024-11-17 16:46:00,2024-11-25,2024-11-24,434.07,86.81,0.0,0,520.88,EUR,1.0,520.88,completed,FC_FR,express,TRK596100936,mobile_app,paid_search,,debit_card,completed,,,,2024-11-17 16:46:00,2024-11-17 16:46:00
ORD_00000257,CUST_NL_0001247,,2024-11-18,2024-11-18 12:51:00,,,365.41,73.08,0.0,0,438.49,EUR,1.0,438.49,cancelled,FC_NL,click_collect,,online,display_ads,,bank_transfer,failed,,,,2024-11-18 12:51:00,2024-11-18 12:51:00
ORD_00000258,CUST_DE_0000066,STORE_DE_030,2024-11-19,2024-11-19 22:40:00,,,41.13,8.23,8.14,0,57.5,EUR,1.0,57.5,cancelled,FC_DE,click_collect,,mobile_app,email,,paypal,failed,,,,2024-11-19 22:40:00,2024-11-19 22:40:00
ORD_00000259,CUST_DE_0000254,,2024-11-19,2024-11-19 17:52:00,2024-11-23,2024-11-22,45.42,9.08,7.1,0,61.6,EUR,1.0,61.6,completed,FC_DE,next_day,TRK588357731,online,email,,buy_now_pay_later,completed,,,,2024-11-19 17:52:00,2024-11-19 17:52:00
ORD_00000260,CUST_DE_0000547,,2024-11-20,2024-11-20 14:55:00,2024-11-24,2024-11-24,221.93,44.39,0.0,0,266.32,EUR,1.0,266.32,completed,FC_DE,standard,TRK265170601,online,display_ads,,debit_card,completed,,,,2024-11-20 14:55:00,2024-11-20 14:55:00
ORD_00000261,CUST_BE_0001749,,2024-11-20,2024-11-20 17:41:00,2024-11-24,2024-11-25,153.51,30.7,0.0,0,184.21,EUR,1.0,184.21,completed,FC_BE,standard,TRK120817018,online,email,,paypal,completed,,,,2024-11-20 17:41:00,2024-11-20 17:41:00
ORD_00000262,CUST_LU_0001936,STORE_LU_046,2024-11-21,2024-11-21 15:20:00,,2024-11-26,186.21,37.24,0.0,0,223.45,EUR,1.0,223.45,shipped,FC_LU,click_collect,TRK752139080,in_store,direct,,credit_card,completed,,,,2024-11-21 15:20:00,2024-11-21 15:20:00
ORD_00000263,CUST_NL_0001307,,2024-11-21,2024-11-21 17:02:00,2024-11-25,2024-11-25,35.77,7.15,6.94,0,49.87,EUR,1.0,49.87,completed,FC_NL,next_day,TRK441968231,mobile_app,social_media,,credit_card,completed,,,,2024-11-21 17:02:00,2024-11-21 17:02:00
ORD_00000264,CUST_DE_0000691,,2024-11-22,2024-11-22 16:28:00,,2024-11-26,116.91,23.38,0.0,0,140.29,EUR,1.0,140.29,shipped,FC_DE,click_collect,TRK986437958,mobile_app,paid_search,,credit_card,completed,,,,2024-11-22 16:28:00,2024-11-22 16:28:00
ORD_00000265,CUST_BE_0001791,STORE_BE_019,2024-11-23,2024-11-23 14:45:00,,2024-11-28,108.94,21.79,0.0,0,130.73,EUR,1.0,130.73,shipped,FC_BE,next_day,TRK165390433,in_store,paid_search,,paypal,completed,,,,2024-11-23 14:45:00,2024-11-23 14:45:00
ORD_00000266,CUST_BE_0001629,,2024-11-24,2024-11-24 13:08:00,2024-11-27,2024-11-26,292.5,58.5,0.0,0,351.0,EUR,1.0,351.0,completed,FC_BE,express,TRK497515117,mobile_app,display_ads,,bank_transfer,completed,,,,2024-11-24 13:08:00,2024-11-24 13:08:00
ORD_00000267,CUST_FR_0000753,,2024-11-25,2024-11-25 13:33:00,2024-12-01,2024-12-01,147.61,29.52,0.0,0,177.13,EUR,1.0,177.13,completed,FC_FR,express,TRK383655112,online,organic_search,,credit_card,completed,,,,2024-11-25 13:33:00,2024-11-25 13:33:00
ORD_00000268,CUST_NL_0001281,,2024-11-25,2024-11-25 16:15:00,,2024-11-29,127.41,25.48,0.0,0,152.89,EUR,1.0,152.89,shipped,FC_NL,standard,TRK576425739,mobile_app,paid_search,,debit_card,completed,,,,2024-11-25 16:15:00,2024-11-25 16:15:00
ORD_00000269,CUST_DE_0000042,,2024-11-26,2024-11-26 18:05:00,2024-11-28,2024-11-27,51.71,10.34,0.0,0,62.05,EUR,1.0,62.05,completed,FC_DE,standard,TRK194453870,online,paid_search,,debit_card,completed,,,,2024-11-26 18:05:00,2024-11-26 18:05:00
ORD_00000270,CUST_DE_0000545,STORE_DE_035,2024-11-27,2024-11-27 22:52:00,2024-12-03,2024-12-03,129.04,25.81,0.0,0,154.84,EUR,1.0,154.84,completed,FC_DE,click_collect,TRK867141224,in_store,display_ads,,credit_card,completed,,,,2024-11-27 22:52:00,2024-11-27 22:52:00
ORD_00000271,CUST_DE_0000132,,2024-11-28,2024-11-28 08:22:00,2024-12-03,2024-12-03,46.76,9.35,9.86,0,65.97,EUR,1.0,65.97,completed,FC_DE,standard,TRK888667712,mobile_app,social_media,,credit_card,completed,,,,2024-11-28 08:22:00,2024-11-28 08:22:00
ORD_00000272,CUST_BE_0001680,,2024-11-29,2024-11-29 17:15:00,2024-12-05,2024-12-04,728.56,145.71,0.0,0,874.27,EUR,1.0,874.27,completed,FC_BE,express,TRK210447759,social_commerce,paid_search,,credit_card,completed,,,,2024-11-29 17:15:00,2024-11-29 17:15:00
ORD_00000273,CUST_FR_0000765,STORE_FR_043,2024-11-30,2024-11-30 17:02:00,2024-12-03,2024-12-02,283.86,56.77,0.0,0,340.63,EUR,1.0,340.63,completed,FC_FR,express,TRK846333490,in_store,referral,,bank_transfer,completed,,,,2024-11-30 17:02:00,2024-11-30 17:02:00
ORD_00000274,CUST_NL_0001333,,2024-12-01,2024-12-01 09:18:00,2024-12-07,2024-12-08,379.78,75.96,0.0,0,455.74,EUR,1.0,455.74,completed,FC_NL,next_day,TRK671165161,online,email,,bank_transfer,completed,,,,2024-12-01 09:18:00,2024-12-01 09:18:00
ORD_00000275,CUST_FR_0001078,,2024-12-02,2024-12-02 15:16:00,2024-12-03,2024-12-03,253.96,50.79,0.0,0,304.76,EUR,1.0,304.76,completed,FC_FR,in_store_pickup,TRK180494149,online,direct,,paypal,completed,,,,2024-12-02 15:16:00,2024-12-02 15:16:00
ORD_00000276,CUST_DE_0000368,,2024-12-03,2024-12-03 13:58:00,2024-12-05,2024-12-06,168.95,33.79,0.0,0,202.74,EUR,1.0,202.74,completed,FC_DE,standard,TRK470969461,online,organic_search,,bank_transfer,completed,,,,2024-12-03 13:58:00,2024-12-03 13:58:00
ORD_00000277,CUST_DE_0000333,,2024-12-04,2024-12-04 15:17:00,,,596.03,119.21,0.0,0,715.24,EUR,1.0,715.24,processing,FC_DE,in_store_pickup,,mobile_app,social_media,,credit_card,completed,,,,2024-12-04 15:17:00,2024-12-04 15:17:00
ORD_00000278,CUST_FR_0000868,,2024-12-05,2024-12-05 18:04:00,2024-12-06,2024-12-06,196.53,39.31,0.0,0,235.84,EUR,1.0,235.84,completed,FC_FR,click_collect,TRK972256874,mobile_app,email,,credit_card,completed,,,,2024-12-05 18:04:00,2024-12-05 18:04:00
