product_id,product_name,product_name_local,category_l1,category_l2,category_l3,brand,color_primary,color_secondary,size_range,material_composition,price_eur,price_local,cost_price_eur,margin_percentage,sustainability_score,eco_friendly_materials,carbon_footprint_kg,production_country,current_stock_total,reorder_level,lead_time_days,launch_date,season,is_active,discontinue_date,online_availability,product_url,image_urls,created_at,updated_at
PROD_000583,Elegant Grey Casual Dresse,"{'EN': 'Elegant Grey Casual Dresse', 'DE': 'Elegant Grey Casual Dresse', 'FR': 'Elegant Grey Casual Dresse', 'NL': 'Elegant Grey Casual Dresse'}",Women,Dresses,Casual Dresses,ModernCasual,Grey,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Denim,77.16,{'EUR': 77.16},37.08,51.94,3,False,14.64,Vietnam,1626,325,30,2025-05-06,Spring/Summer 2025,True,,True,https://eurostyle.com/products/elegant-grey-casual-dresse,"['https://eurostyle.com/images/elegant-grey-casual-dresse-main.jpg', 'https://eurostyle.com/images/elegant-grey-casual-dresse-detail.jpg', 'https://eurostyle.com/images/elegant-grey-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752509,2025-10-14 13:00:07.752509
PROD_000584,Basic White Casual Dresse,"{'EN': 'Basic White Casual Dresse', 'DE': 'Basic White Casual Dresse', 'FR': 'Basic White Casual Dresse', 'NL': 'Basic White Casual Dresse'}",Women,Dresses,Casual Dresses,TrendSetters,White,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Organic Cotton,187.18,{'EUR': 187.18},100.01,46.57,10,True,6.84,Italy,984,196,41,2024-09-05,Spring/Summer 2024,True,,False,https://eurostyle.com/products/basic-white-casual-dresse,"['https://eurostyle.com/images/basic-white-casual-dresse-main.jpg', 'https://eurostyle.com/images/basic-white-casual-dresse-detail.jpg', 'https://eurostyle.com/images/basic-white-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752517,2025-10-14 13:00:07.752517
PROD_000585,Sporty Grey Casual Dresse,"{'EN': 'Sporty Grey Casual Dresse', 'DE': 'Sporty Grey Casual Dresse', 'FR': 'Sporty Grey Casual Dresse', 'NL': 'Sporty Grey Casual Dresse'}",Women,Dresses,Casual Dresses,UrbanChic,Grey,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,54.82,{'EUR': 54.82},27.36,50.09,5,False,5.11,Turkey,172,34,56,2022-05-10,Fall/Winter 2024,True,,True,https://eurostyle.com/products/sporty-grey-casual-dresse,"['https://eurostyle.com/images/sporty-grey-casual-dresse-main.jpg', 'https://eurostyle.com/images/sporty-grey-casual-dresse-detail.jpg', 'https://eurostyle.com/images/sporty-grey-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752525,2025-10-14 13:00:07.752525
PROD_000586,Premium Orange Casual Dresse,"{'EN': 'Premium Orange Casual Dresse', 'DE': 'Premium Orange Casual Dresse', 'FR': 'Premium Orange Casual Dresse', 'NL': 'Premium Orange Casual Dresse'}",Women,Dresses,Casual Dresses,PremiumWear,Orange,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,54.36,{'EUR': 54.36},25.9,52.35,7,True,2.92,Belgium,1873,374,43,2023-08-04,Fall/Winter 2025,True,,True,https://eurostyle.com/products/premium-orange-casual-dresse,"['https://eurostyle.com/images/premium-orange-casual-dresse-main.jpg', 'https://eurostyle.com/images/premium-orange-casual-dresse-detail.jpg', 'https://eurostyle.com/images/premium-orange-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752533,2025-10-14 13:00:07.752533
PROD_000587,Trendy Red Casual Dresse,"{'EN': 'Trendy Red Casual Dresse', 'DE': 'Trendy Red Casual Dresse', 'FR': 'Trendy Red Casual Dresse', 'NL': 'Trendy Red Casual Dresse'}",Women,Dresses,Casual Dresses,UrbanChic,Red,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Bamboo,108.01,{'EUR': 108.01},55.06,49.02,9,True,4.55,Germany,1909,381,19,2023-12-15,Fall/Winter 2025,True,,True,https://eurostyle.com/products/trendy-red-casual-dresse,"['https://eurostyle.com/images/trendy-red-casual-dresse-main.jpg', 'https://eurostyle.com/images/trendy-red-casual-dresse-detail.jpg', 'https://eurostyle.com/images/trendy-red-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752541,2025-10-14 13:00:07.752541
PROD_000588,Trendy Blue Casual Dresse,"{'EN': 'Trendy Blue Casual Dresse', 'DE': 'Trendy Blue Casual Dresse', 'FR': 'Trendy Blue Casual Dresse', 'NL': 'Trendy Blue Casual Dresse'}",Women,Dresses,Casual Dresses,TrendSetters,Blue,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,155.6,{'EUR': 155.6},72.18,53.61,5,False,12.93,Netherlands,67,13,52,2025-04-21,Spring/Summer 2024,True,,False,https://eurostyle.com/products/trendy-blue-casual-dresse,"['https://eurostyle.com/images/trendy-blue-casual-dresse-main.jpg', 'https://eurostyle.com/images/trendy-blue-casual-dresse-detail.jpg', 'https://eurostyle.com/images/trendy-blue-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752550,2025-10-14 13:00:07.752550
PROD_000589,Elegant White Casual Dresse,"{'EN': 'Elegant White Casual Dresse', 'DE': 'Elegant White Casual Dresse', 'FR': 'Elegant White Casual Dresse', 'NL': 'Elegant White Casual Dresse'}",Women,Dresses,Casual Dresses,UrbanChic,White,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Linen,138.49,{'EUR': 138.49},76.06,45.08,10,True,7.33,India,528,105,45,2024-01-04,Fall/Winter 2025,True,,True,https://eurostyle.com/products/elegant-white-casual-dresse,"['https://eurostyle.com/images/elegant-white-casual-dresse-main.jpg', 'https://eurostyle.com/images/elegant-white-casual-dresse-detail.jpg', 'https://eurostyle.com/images/elegant-white-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752558,2025-10-14 13:00:07.752559
PROD_000590,Casual Pink Casual Dresse,"{'EN': 'Casual Pink Casual Dresse', 'DE': 'Casual Pink Casual Dresse', 'FR': 'Casual Pink Casual Dresse', 'NL': 'Casual Pink Casual Dresse'}",Women,Dresses,Casual Dresses,UrbanChic,Pink,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cashmere,88.56,{'EUR': 88.56},33.94,61.68,4,False,12.92,Germany,1577,315,15,2023-04-02,Fall/Winter 2024,True,,False,https://eurostyle.com/products/casual-pink-casual-dresse,"['https://eurostyle.com/images/casual-pink-casual-dresse-main.jpg', 'https://eurostyle.com/images/casual-pink-casual-dresse-detail.jpg', 'https://eurostyle.com/images/casual-pink-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752568,2025-10-14 13:00:07.752568
PROD_000591,Sporty Brown Casual Dresse,"{'EN': 'Sporty Brown Casual Dresse', 'DE': 'Sporty Brown Casual Dresse', 'FR': 'Sporty Brown Casual Dresse', 'NL': 'Sporty Brown Casual Dresse'}",Women,Dresses,Casual Dresses,EuroStyle,Brown,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Leather,111.75,{'EUR': 111.75},47.46,57.53,6,False,8.69,Vietnam,528,105,29,2023-12-23,Spring/Summer 2025,True,,True,https://eurostyle.com/products/sporty-brown-casual-dresse,"['https://eurostyle.com/images/sporty-brown-casual-dresse-main.jpg', 'https://eurostyle.com/images/sporty-brown-casual-dresse-detail.jpg', 'https://eurostyle.com/images/sporty-brown-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752578,2025-10-14 13:00:07.752578
PROD_000592,Basic Green Casual Dresse,"{'EN': 'Basic Green Casual Dresse', 'DE': 'Basic Green Casual Dresse', 'FR': 'Basic Green Casual Dresse', 'NL': 'Basic Green Casual Dresse'}",Women,Dresses,Casual Dresses,ModernCasual,Green,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cashmere,94.42,{'EUR': 94.42},37.09,60.72,6,False,6.46,Belgium,32,10,23,2023-05-01,Spring/Summer 2025,False,2025-12-26,True,https://eurostyle.com/products/basic-green-casual-dresse,"['https://eurostyle.com/images/basic-green-casual-dresse-main.jpg', 'https://eurostyle.com/images/basic-green-casual-dresse-detail.jpg', 'https://eurostyle.com/images/basic-green-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752587,2025-10-14 13:00:07.752587
PROD_000593,Elegant Orange Casual Dresse,"{'EN': 'Elegant Orange Casual Dresse', 'DE': 'Elegant Orange Casual Dresse', 'FR': 'Elegant Orange Casual Dresse', 'NL': 'Elegant Orange Casual Dresse'}",Women,Dresses,Casual Dresses,ClassicFit,Orange,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Acrylic,54.21,{'EUR': 54.21},27.76,48.79,5,False,11.15,Portugal,1233,246,41,2025-07-14,Spring/Summer 2024,True,,True,https://eurostyle.com/products/elegant-orange-casual-dresse,"['https://eurostyle.com/images/elegant-orange-casual-dresse-main.jpg', 'https://eurostyle.com/images/elegant-orange-casual-dresse-detail.jpg', 'https://eurostyle.com/images/elegant-orange-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752596,2025-10-14 13:00:07.752596
PROD_000594,Casual Brown Casual Dresse,"{'EN': 'Casual Brown Casual Dresse', 'DE': 'Casual Brown Casual Dresse', 'FR': 'Casual Brown Casual Dresse', 'NL': 'Casual Brown Casual Dresse'}",Women,Dresses,Casual Dresses,ClassicFit,Brown,Teal,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Wool,148.11,{'EUR': 148.11},81.09,45.25,6,False,10.53,Germany,778,155,39,2025-02-14,Spring/Summer 2024,True,,True,https://eurostyle.com/products/casual-brown-casual-dresse,"['https://eurostyle.com/images/casual-brown-casual-dresse-main.jpg', 'https://eurostyle.com/images/casual-brown-casual-dresse-detail.jpg', 'https://eurostyle.com/images/casual-brown-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752607,2025-10-14 13:00:07.752607
PROD_000595,Elegant Pink Casual Dresse,"{'EN': 'Elegant Pink Casual Dresse', 'DE': 'Elegant Pink Casual Dresse', 'FR': 'Elegant Pink Casual Dresse', 'NL': 'Elegant Pink Casual Dresse'}",Women,Dresses,Casual Dresses,ClassicFit,Pink,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cotton,93.32,{'EUR': 93.32},37.04,60.31,6,False,12.76,Vietnam,1403,280,51,2022-04-01,Spring/Summer 2024,True,,True,https://eurostyle.com/products/elegant-pink-casual-dresse,"['https://eurostyle.com/images/elegant-pink-casual-dresse-main.jpg', 'https://eurostyle.com/images/elegant-pink-casual-dresse-detail.jpg', 'https://eurostyle.com/images/elegant-pink-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752615,2025-10-14 13:00:07.752615
PROD_000596,Basic Beige Casual Dresse,"{'EN': 'Basic Beige Casual Dresse', 'DE': 'Basic Beige Casual Dresse', 'FR': 'Basic Beige Casual Dresse', 'NL': 'Basic Beige Casual Dresse'}",Women,Dresses,Casual Dresses,EcoFashion,Beige,Rose Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Bamboo,147.87,{'EUR': 147.87},71.79,51.45,10,True,4.49,Italy,466,93,37,2025-11-16,Spring/Summer 2025,True,,True,https://eurostyle.com/products/basic-beige-casual-dresse,"['https://eurostyle.com/images/basic-beige-casual-dresse-main.jpg', 'https://eurostyle.com/images/basic-beige-casual-dresse-detail.jpg', 'https://eurostyle.com/images/basic-beige-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752623,2025-10-14 13:00:07.752624
PROD_000597,Modern Green Casual Dresse,"{'EN': 'Modern Green Casual Dresse', 'DE': 'Modern Green Casual Dresse', 'FR': 'Moderne Green Casual Dresse', 'NL': 'Modern Green Casual Dresse'}",Women,Dresses,Casual Dresses,TrendSetters,Green,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Hemp,148.34,{'EUR': 148.34},73.71,50.31,8,True,4.65,India,1721,344,55,2023-06-25,Spring/Summer 2025,True,,True,https://eurostyle.com/products/modern-green-casual-dresse,"['https://eurostyle.com/images/modern-green-casual-dresse-main.jpg', 'https://eurostyle.com/images/modern-green-casual-dresse-detail.jpg', 'https://eurostyle.com/images/modern-green-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752631,2025-10-14 13:00:07.752631
PROD_000598,Elegant Purple Casual Dresse,"{'EN': 'Elegant Purple Casual Dresse', 'DE': 'Elegant Purple Casual Dresse', 'FR': 'Elegant Purple Casual Dresse', 'NL': 'Elegant Purple Casual Dresse'}",Women,Dresses,Casual Dresses,EuroStyle,Purple,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,69.09,{'EUR': 69.09},35.15,49.12,6,False,11.85,Vietnam,1042,208,29,2024-02-15,Spring/Summer 2025,True,,True,https://eurostyle.com/products/elegant-purple-casual-dresse,"['https://eurostyle.com/images/elegant-purple-casual-dresse-main.jpg', 'https://eurostyle.com/images/elegant-purple-casual-dresse-detail.jpg', 'https://eurostyle.com/images/elegant-purple-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752639,2025-10-14 13:00:07.752640
PROD_000599,Trendy Green Casual Dresse,"{'EN': 'Trendy Green Casual Dresse', 'DE': 'Trendy Green Casual Dresse', 'FR': 'Trendy Green Casual Dresse', 'NL': 'Trendy Green Casual Dresse'}",Women,Dresses,Casual Dresses,TrendSetters,Green,Teal,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Silk,85.06,{'EUR': 85.06},41.99,50.63,7,False,11.66,Portugal,1586,317,32,2022-07-09,Spring/Summer 2024,True,,True,https://eurostyle.com/products/trendy-green-casual-dresse,"['https://eurostyle.com/images/trendy-green-casual-dresse-main.jpg', 'https://eurostyle.com/images/trendy-green-casual-dresse-detail.jpg', 'https://eurostyle.com/images/trendy-green-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752648,2025-10-14 13:00:07.752648
PROD_000600,Classic Navy Casual Dresse,"{'EN': 'Classic Navy Casual Dresse', 'DE': 'Klassisch Navy Casual Dresse', 'FR': 'Classique Navy Casual Dresse', 'NL': 'Klassiek Navy Casual Dresse'}",Women,Dresses,Casual Dresses,EcoFashion,Navy,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,117.55,{'EUR': 117.55},62.92,46.47,10,True,2.7,Turkey,1798,359,40,2023-06-16,Spring/Summer 2024,True,,False,https://eurostyle.com/products/classic-navy-casual-dresse,"['https://eurostyle.com/images/classic-navy-casual-dresse-main.jpg', 'https://eurostyle.com/images/classic-navy-casual-dresse-detail.jpg', 'https://eurostyle.com/images/classic-navy-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752656,2025-10-14 13:00:07.752656
PROD_000601,Elegant Navy Casual Dresse,"{'EN': 'Elegant Navy Casual Dresse', 'DE': 'Elegant Navy Casual Dresse', 'FR': 'Elegant Navy Casual Dresse', 'NL': 'Elegant Navy Casual Dresse'}",Women,Dresses,Casual Dresses,ModernCasual,Navy,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,55.13,{'EUR': 55.13},30.05,45.5,7,True,3.32,Italy,916,183,57,2024-02-06,Fall/Winter 2024,True,,True,https://eurostyle.com/products/elegant-navy-casual-dresse,"['https://eurostyle.com/images/elegant-navy-casual-dresse-main.jpg', 'https://eurostyle.com/images/elegant-navy-casual-dresse-detail.jpg', 'https://eurostyle.com/images/elegant-navy-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752664,2025-10-14 13:00:07.752664
PROD_000602,Sporty Blue Casual Dresse,"{'EN': 'Sporty Blue Casual Dresse', 'DE': 'Sporty Blue Casual Dresse', 'FR': 'Sporty Blue Casual Dresse', 'NL': 'Sporty Blue Casual Dresse'}",Women,Dresses,Casual Dresses,PremiumWear,Blue,Coral,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Leather,129.9,{'EUR': 129.9},59.77,53.99,5,False,6.15,Germany,216,43,43,2025-08-26,Fall/Winter 2024,True,,True,https://eurostyle.com/products/sporty-blue-casual-dresse,"['https://eurostyle.com/images/sporty-blue-casual-dresse-main.jpg', 'https://eurostyle.com/images/sporty-blue-casual-dresse-detail.jpg', 'https://eurostyle.com/images/sporty-blue-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752672,2025-10-14 13:00:07.752672
PROD_000603,Modern Purple Casual Dresse,"{'EN': 'Modern Purple Casual Dresse', 'DE': 'Modern Purple Casual Dresse', 'FR': 'Moderne Purple Casual Dresse', 'NL': 'Modern Purple Casual Dresse'}",Women,Dresses,Casual Dresses,PremiumWear,Purple,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,191.94,{'EUR': 191.94},82.98,56.77,7,False,12.47,Italy,1804,360,49,2022-05-02,Fall/Winter 2025,True,,True,https://eurostyle.com/products/modern-purple-casual-dresse,"['https://eurostyle.com/images/modern-purple-casual-dresse-main.jpg', 'https://eurostyle.com/images/modern-purple-casual-dresse-detail.jpg', 'https://eurostyle.com/images/modern-purple-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752683,2025-10-14 13:00:07.752683
PROD_000604,Sporty Grey Casual Dresse,"{'EN': 'Sporty Grey Casual Dresse', 'DE': 'Sporty Grey Casual Dresse', 'FR': 'Sporty Grey Casual Dresse', 'NL': 'Sporty Grey Casual Dresse'}",Women,Dresses,Casual Dresses,BasicStyle,Grey,Rose Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Silk,84.82,{'EUR': 84.82},32.81,61.32,6,False,13.66,China,28,10,29,2023-08-26,Fall/Winter 2024,False,2024-02-23,True,https://eurostyle.com/products/sporty-grey-casual-dresse,"['https://eurostyle.com/images/sporty-grey-casual-dresse-main.jpg', 'https://eurostyle.com/images/sporty-grey-casual-dresse-detail.jpg', 'https://eurostyle.com/images/sporty-grey-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752693,2025-10-14 13:00:07.752693
PROD_000605,Basic Brown Casual Dresse,"{'EN': 'Basic Brown Casual Dresse', 'DE': 'Basic Brown Casual Dresse', 'FR': 'Basic Brown Casual Dresse', 'NL': 'Basic Brown Casual Dresse'}",Women,Dresses,Casual Dresses,EcoFashion,Brown,Gold,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Tencel,130.27,{'EUR': 130.27},53.4,59.01,9,True,2.98,India,1241,248,51,2022-03-08,Fall/Winter 2024,True,,True,https://eurostyle.com/products/basic-brown-casual-dresse,"['https://eurostyle.com/images/basic-brown-casual-dresse-main.jpg', 'https://eurostyle.com/images/basic-brown-casual-dresse-detail.jpg', 'https://eurostyle.com/images/basic-brown-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752702,2025-10-14 13:00:07.752702
PROD_000606,Modern Black Casual Dresse,"{'EN': 'Modern Black Casual Dresse', 'DE': 'Modern Black Casual Dresse', 'FR': 'Moderne Black Casual Dresse', 'NL': 'Modern Black Casual Dresse'}",Women,Dresses,Casual Dresses,BasicStyle,Black,Burgundy,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Wool,115.84,{'EUR': 115.84},53.22,54.06,3,False,6.93,Belgium,1446,289,44,2022-12-11,Fall/Winter 2025,True,,True,https://eurostyle.com/products/modern-black-casual-dresse,"['https://eurostyle.com/images/modern-black-casual-dresse-main.jpg', 'https://eurostyle.com/images/modern-black-casual-dresse-detail.jpg', 'https://eurostyle.com/images/modern-black-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752710,2025-10-14 13:00:07.752711
PROD_000607,Trendy White Casual Dresse,"{'EN': 'Trendy White Casual Dresse', 'DE': 'Trendy White Casual Dresse', 'FR': 'Trendy White Casual Dresse', 'NL': 'Trendy White Casual Dresse'}",Women,Dresses,Casual Dresses,UrbanChic,White,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cashmere,58.24,{'EUR': 58.24},21.75,62.66,7,False,12.61,Netherlands,650,130,27,2024-07-19,Spring/Summer 2024,True,,False,https://eurostyle.com/products/trendy-white-casual-dresse,"['https://eurostyle.com/images/trendy-white-casual-dresse-main.jpg', 'https://eurostyle.com/images/trendy-white-casual-dresse-detail.jpg', 'https://eurostyle.com/images/trendy-white-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752719,2025-10-14 13:00:07.752719
PROD_000608,Premium Yellow Casual Dresse,"{'EN': 'Premium Yellow Casual Dresse', 'DE': 'Premium Yellow Casual Dresse', 'FR': 'Premium Yellow Casual Dresse', 'NL': 'Premium Yellow Casual Dresse'}",Women,Dresses,Casual Dresses,ModernCasual,Yellow,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,135.68,{'EUR': 135.68},49.37,63.61,9,True,7.11,India,944,188,40,2022-09-08,Fall/Winter 2025,True,,True,https://eurostyle.com/products/premium-yellow-casual-dresse,"['https://eurostyle.com/images/premium-yellow-casual-dresse-main.jpg', 'https://eurostyle.com/images/premium-yellow-casual-dresse-detail.jpg', 'https://eurostyle.com/images/premium-yellow-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752727,2025-10-14 13:00:07.752727
PROD_000609,Sporty Navy Casual Dresse,"{'EN': 'Sporty Navy Casual Dresse', 'DE': 'Sporty Navy Casual Dresse', 'FR': 'Sporty Navy Casual Dresse', 'NL': 'Sporty Navy Casual Dresse'}",Women,Dresses,Casual Dresses,TrendSetters,Navy,Coral,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Cotton,76.83,{'EUR': 76.83},32.67,57.48,5,False,7.83,India,1168,233,39,2022-09-07,Spring/Summer 2025,True,,True,https://eurostyle.com/products/sporty-navy-casual-dresse,"['https://eurostyle.com/images/sporty-navy-casual-dresse-main.jpg', 'https://eurostyle.com/images/sporty-navy-casual-dresse-detail.jpg', 'https://eurostyle.com/images/sporty-navy-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752736,2025-10-14 13:00:07.752736
PROD_000610,Premium Yellow Casual Dresse,"{'EN': 'Premium Yellow Casual Dresse', 'DE': 'Premium Yellow Casual Dresse', 'FR': 'Premium Yellow Casual Dresse', 'NL': 'Premium Yellow Casual Dresse'}",Women,Dresses,Casual Dresses,EcoFashion,Yellow,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Recycled Polyester,41.62,{'EUR': 41.62},21.96,47.23,7,True,2.59,China,403,80,21,2023-01-16,Spring/Summer 2024,True,,True,https://eurostyle.com/products/premium-yellow-casual-dresse,"['https://eurostyle.com/images/premium-yellow-casual-dresse-main.jpg', 'https://eurostyle.com/images/premium-yellow-casual-dresse-detail.jpg', 'https://eurostyle.com/images/premium-yellow-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752744,2025-10-14 13:00:07.752744
PROD_000611,Classic Black Casual Dresse,"{'EN': 'Classic Black Casual Dresse', 'DE': 'Klassisch Black Casual Dresse', 'FR': 'Classique Black Casual Dresse', 'NL': 'Klassiek Black Casual Dresse'}",Women,Dresses,Casual Dresses,PremiumWear,Black,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,69.27,{'EUR': 69.27},26.07,62.37,6,False,12.41,Vietnam,405,81,17,2025-07-10,Fall/Winter 2024,True,,False,https://eurostyle.com/products/classic-black-casual-dresse,"['https://eurostyle.com/images/classic-black-casual-dresse-main.jpg', 'https://eurostyle.com/images/classic-black-casual-dresse-detail.jpg', 'https://eurostyle.com/images/classic-black-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752752,2025-10-14 13:00:07.752752
PROD_000612,Classic Yellow Casual Dresse,"{'EN': 'Classic Yellow Casual Dresse', 'DE': 'Klassisch Yellow Casual Dresse', 'FR': 'Classique Yellow Casual Dresse', 'NL': 'Klassiek Yellow Casual Dresse'}",Women,Dresses,Casual Dresses,EuroStyle,Yellow,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Denim,160.15,{'EUR': 160.15},73.11,54.35,3,False,7.76,Belgium,75,15,27,2022-10-26,Fall/Winter 2025,False,2025-11-22,True,https://eurostyle.com/products/classic-yellow-casual-dresse,"['https://eurostyle.com/images/classic-yellow-casual-dresse-main.jpg', 'https://eurostyle.com/images/classic-yellow-casual-dresse-detail.jpg', 'https://eurostyle.com/images/classic-yellow-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752761,2025-10-14 13:00:07.752762
PROD_000613,Modern Grey Casual Dresse,"{'EN': 'Modern Grey Casual Dresse', 'DE': 'Modern Grey Casual Dresse', 'FR': 'Moderne Grey Casual Dresse', 'NL': 'Modern Grey Casual Dresse'}",Women,Dresses,Casual Dresses,EuroStyle,Grey,Burgundy,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Hemp,136.67,{'EUR': 136.67},50.16,63.3,7,True,3.26,China,1114,222,58,2024-12-11,Spring/Summer 2025,True,,False,https://eurostyle.com/products/modern-grey-casual-dresse,"['https://eurostyle.com/images/modern-grey-casual-dresse-main.jpg', 'https://eurostyle.com/images/modern-grey-casual-dresse-detail.jpg', 'https://eurostyle.com/images/modern-grey-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752770,2025-10-14 13:00:07.752770
PROD_000614,Modern Purple Casual Dresse,"{'EN': 'Modern Purple Casual Dresse', 'DE': 'Modern Purple Casual Dresse', 'FR': 'Moderne Purple Casual Dresse', 'NL': 'Modern Purple Casual Dresse'}",Women,Dresses,Casual Dresses,BasicStyle,Purple,Silver,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Hemp,91.7,{'EUR': 91.7},41.04,55.25,8,True,7.91,Belgium,1251,250,57,2022-12-27,Fall/Winter 2024,True,,True,https://eurostyle.com/products/modern-purple-casual-dresse,"['https://eurostyle.com/images/modern-purple-casual-dresse-main.jpg', 'https://eurostyle.com/images/modern-purple-casual-dresse-detail.jpg', 'https://eurostyle.com/images/modern-purple-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752778,2025-10-14 13:00:07.752778
PROD_000615,Premium Black Casual Dresse,"{'EN': 'Premium Black Casual Dresse', 'DE': 'Premium Black Casual Dresse', 'FR': 'Premium Black Casual Dresse', 'NL': 'Premium Black Casual Dresse'}",Women,Dresses,Casual Dresses,ClassicFit,Black,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Hemp,124.15,{'EUR': 124.15},50.48,59.34,9,True,2.97,Portugal,505,101,21,2025-08-04,Spring/Summer 2025,True,,True,https://eurostyle.com/products/premium-black-casual-dresse,"['https://eurostyle.com/images/premium-black-casual-dresse-main.jpg', 'https://eurostyle.com/images/premium-black-casual-dresse-detail.jpg', 'https://eurostyle.com/images/premium-black-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752788,2025-10-14 13:00:07.752788
PROD_000616,Sporty Beige Casual Dresse,"{'EN': 'Sporty Beige Casual Dresse', 'DE': 'Sporty Beige Casual Dresse', 'FR': 'Sporty Beige Casual Dresse', 'NL': 'Sporty Beige Casual Dresse'}",Women,Dresses,Casual Dresses,UrbanChic,Beige,,"['XS', 'S', 'M', 'L', 'XL', 'XXL']",Polyester,80.36,{'EUR': 80.36},32.38,59.71,5,False,7.66,China,1827,365,36,2023-05-23,Fall/Winter 2024,True,,True,https://eurostyle.com/products/sporty-beige-casual-dresse,"['https://eurostyle.com/images/sporty-beige-casual-dresse-main.jpg', 'https://eurostyle.com/images/sporty-beige-casual-dresse-detail.jpg', 'https://eurostyle.com/images/sporty-beige-casual-dresse-lifestyle.jpg']",2025-10-14 13:00:07.752796,2025-10-14 13:00:07.752796
