search_query_id,session_id,customer_id,country_code,search_term,search_timestamp,results_count,clicked_result_position,clicked_product_id,filters_applied,sort_order,search_refinements,no_results,created_at
SEARCH_2024_0004155,SES_00007743,,NL,jeans,2024-08-01 01:18:00,86,6,PROD_000219,[],price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0004156,SES_00009952,CUST_DE_0000305,DE,sustainable fashion,2024-08-11 07:06:00,111,4,PROD_000230,[],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004157,SES_00006095,CUST_DE_0000663,DE,wintermantel,2024-11-24 09:00:00,183,1,PROD_000155,['color:white'],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004158,SES_00007418,,NL,zomerjurk,2024-09-04 19:53:00,207,8,PROD_000256,[],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0004159,SES_00011057,,NL,winterjas,2024-08-18 16:46:00,120,2,PROD_000059,['category:men'],newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0004160,SES_00010758,CUST_LU_0001937,LU,plus size,2024-07-02 12:19:00,114,9,PROD_000051,[],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0004161,SES_00006955,CUST_BE_0001808,BE,running shoes,2024-06-09 19:37:00,60,9,PROD_000070,[],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004162,SES_00002587,,FR,maternity,2024-06-04 10:38:00,105,3,PROD_000010,['price:under50'],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0004163,SES_00010463,,BE,sustainable fashion,2024-09-11 08:53:00,76,9,,['size:M'],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0004164,SES_00009383,CUST_FR_0001022,FR,wool sweater,2024-08-09 23:27:00,75,,PROD_000174,['category:women'],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004165,SES_00000507,CUST_NL_0001259,NL,casual wear,2024-06-19 10:19:00,11,6,PROD_000214,"['color:red','brand:eurostyle','category:men']",popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004166,SES_00008374,CUST_DE_0000245,DE,casual wear,2024-10-06 11:07:00,80,2,PROD_000128,[],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004167,SES_00005604,CUST_NL_0001574,NL,plus size,2024-08-29 14:32:00,245,9,PROD_000030,[],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004168,SES_00007034,CUST_BE_0001842,BE,white shirt,2024-08-03 00:18:00,68,7,PROD_000172,"['color:black','size:M','color:red']",relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0004169,SES_00004261,,NL,organic cotton,2024-10-23 19:58:00,175,9,PROD_000250,"['color:white','size:M']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004170,SES_00004121,,FR,eco friendly,2024-08-04 19:13:00,154,5,PROD_000118,[],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0004171,SES_00010830,CUST_DE_0000392,DE,office attire,2024-06-17 23:55:00,244,4,PROD_000136,[],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0004172,SES_00002032,CUST_DE_0000683,DE,organic cotton,2024-09-07 16:17:00,202,7,,[],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0004173,SES_00002251,CUST_DE_0000392,DE,plus size,2024-08-17 08:38:00,209,3,PROD_000074,[],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004174,SES_00004857,CUST_NL_0001592,NL,sale items,2024-10-02 23:12:00,28,,PROD_000202,[],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004175,SES_00009957,CUST_NL_0001346,NL,black dress,2024-06-06 02:17:00,61,4,PROD_000168,[],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004176,SES_00001176,CUST_DE_0000261,DE,leather jacket,2024-11-10 14:40:00,30,7,PROD_000014,['category:women'],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004177,SES_00000647,CUST_DE_0000589,DE,gift cards,2024-09-22 12:37:00,249,,PROD_000080,['brand:eurostyle'],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004178,SES_00006392,,LU,designer bags,2024-10-25 16:08:00,120,,PROD_000027,"['category:men','color:red']",popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004179,SES_00009385,CUST_DE_0000334,DE,vintage style,2024-08-02 13:10:00,195,6,PROD_000046,['brand:eurostyle'],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004180,SES_00000143,CUST_NL_0001245,NL,plus size,2024-11-25 11:46:00,6,5,,['material:cotton'],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0004181,SES_00006117,,DE,nachhaltige mode,2024-06-21 02:08:00,35,4,,"['price:under50','color:red']",relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0004182,SES_00010066,,DE,new arrivals,2024-10-24 06:23:00,90,2,PROD_000118,['brand:eurostyle'],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0004183,SES_00003783,CUST_BE_0001642,BE,summer dress,2024-10-13 14:37:00,159,2,,[],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004184,SES_00010970,CUST_NL_0001572,NL,trending now,2024-11-12 16:17:00,19,1,PROD_000009,"['category:men','color:white']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004185,SES_00009035,CUST_DE_0000169,DE,sommerkleid,2024-07-22 10:38:00,234,3,PROD_000077,"['color:black','category:men']",newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0004186,SES_00008064,CUST_BE_0001693,BE,sustainable fashion,2024-10-18 01:11:00,104,6,,"['size:L','color:red']",popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0004187,SES_00004578,,LU,winter jacket,2024-07-02 09:25:00,223,5,PROD_000181,[],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0004188,SES_00002570,CUST_DE_0000002,DE,maternity,2024-09-26 08:12:00,188,5,,['size:M'],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004189,SES_00002718,,DE,nachhaltige mode,2024-11-24 21:47:00,60,,PROD_000252,[],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004190,SES_00006504,CUST_FR_0000744,FR,robe d'été,2024-07-06 02:30:00,104,,,"['size:L','size:M']",newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0004191,SES_00007636,,NL,zomerjurk,2024-11-05 19:10:00,25,4,,['size:M'],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004192,SES_00010955,CUST_NL_0001467,NL,office attire,2024-06-15 13:31:00,83,1,PROD_000261,"['price:50to100','sustainable:true']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004193,SES_00007835,CUST_DE_0000083,DE,jeans,2024-08-26 16:11:00,19,4,PROD_000071,[],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004194,SES_00010154,,LU,plus size,2024-10-23 11:05:00,226,,PROD_000209,[],price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0004195,SES_00009265,CUST_LU_0001962,LU,accessories,2024-08-24 16:32:00,40,5,,"['brand:eurostyle','color:red']",popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004196,SES_00006100,,FR,eco friendly,2024-10-16 00:45:00,57,,PROD_000015,['material:cotton'],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004197,SES_00003094,,DE,white shirt,2024-11-25 02:23:00,141,3,,[],relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0004198,SES_00009563,CUST_NL_0001408,NL,sale items,2024-06-20 20:16:00,26,,,[],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004199,SES_00010695,,FR,party dress,2024-07-26 09:55:00,158,8,,"['size:L','material:cotton']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004200,SES_00006233,CUST_DE_0000677,DE,jeans,2024-09-20 17:11:00,67,3,PROD_000172,"['price:under50','color:black']",price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0004201,SES_00010875,CUST_BE_0001664,BE,organic cotton,2024-07-24 05:20:00,29,,,[],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0004202,SES_00007772,CUST_NL_0001323,NL,designer bags,2024-09-29 11:47:00,227,2,PROD_000104,[],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0004203,SES_00011149,CUST_NL_0001547,NL,casual wear,2024-06-13 04:05:00,105,,PROD_000230,"['material:cotton','sustainable:true']",relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004204,SES_00011006,CUST_FR_0000831,FR,white shirt,2024-10-30 19:26:00,228,3,,[],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004205,SES_00007488,,LU,vintage style,2024-06-14 04:55:00,82,2,,[],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0004206,SES_00007356,CUST_FR_0000744,FR,sports bra,2024-06-06 11:33:00,77,,,['price:under50'],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0004207,SES_00003425,CUST_DE_0000219,DE,white shirt,2024-08-25 20:18:00,125,,,[],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0004208,SES_00001068,CUST_FR_0001013,FR,mode durable,2024-11-18 08:52:00,166,,,"['category:men','brand:eurostyle']",relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0004209,SES_00009850,CUST_FR_0001024,FR,trending now,2024-10-11 16:39:00,43,2,PROD_000113,['color:black'],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004210,SES_00005662,CUST_DE_0000101,DE,wool sweater,2024-11-24 17:23:00,69,2,PROD_000107,"['category:women','color:red']",newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0004211,SES_00011174,CUST_FR_0001016,FR,organic cotton,2024-08-31 23:48:00,16,,PROD_000248,"['size:L','color:red']",price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0004212,SES_00004273,CUST_FR_0001145,FR,veste d'hiver,2024-09-20 08:52:00,219,,,"['size:L','color:red']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004213,SES_00007530,CUST_NL_0001268,NL,office attire,2024-11-27 14:51:00,249,8,,['size:M'],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004214,SES_00001990,CUST_DE_0000059,DE,vintage style,2024-10-31 16:28:00,8,,,"['sustainable:true','brand:eurostyle']",price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0004215,SES_00009012,CUST_DE_0000519,DE,running shoes,2024-11-04 11:24:00,133,6,,[],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0004216,SES_00003841,CUST_DE_0000588,DE,sommerkleid,2024-09-06 23:01:00,142,,,['size:L'],price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0004217,SES_00005356,CUST_DE_0000524,DE,sommerkleid,2024-08-16 11:23:00,11,4,,[],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004218,SES_00008666,,BE,plus size,2024-08-12 12:11:00,169,,PROD_000205,[],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0004219,SES_00007863,,LU,sale items,2024-07-24 11:51:00,97,7,,['material:cotton'],relevance,5,False,2025-10-14 12:47:15
SEARCH_2024_0004220,SES_00006239,CUST_FR_0000722,FR,leather jacket,2024-10-28 21:48:00,51,8,PROD_000215,"['brand:eurostyle','color:white']",price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0004221,SES_00009580,,NL,wool sweater,2024-06-04 12:45:00,88,1,PROD_000175,[],relevance,2,False,2025-10-14 12:47:15
SEARCH_2024_0004222,SES_00003023,,BE,trending now,2024-10-13 12:06:00,39,3,PROD_000146,['category:women'],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0004223,SES_00007024,,LU,summer dress,2024-09-04 22:02:00,163,7,PROD_000100,"['category:men','material:cotton']",popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004224,SES_00006625,CUST_BE_0001626,BE,vintage style,2024-07-02 17:46:00,13,,,[],newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0004225,SES_00001024,CUST_BE_0001898,BE,summer dress,2024-08-29 12:13:00,24,3,PROD_000020,[],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0004226,SES_00003762,CUST_LU_0001957,LU,party dress,2024-07-10 01:47:00,51,1,,[],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004227,SES_00009681,CUST_NL_0001554,NL,jeans,2024-09-24 21:27:00,88,2,,['category:women'],price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0004228,SES_00001913,CUST_BE_0001798,BE,white shirt,2024-09-12 21:52:00,233,10,PROD_000182,"['category:women','material:cotton']",newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0004229,SES_00008745,,NL,accessories,2024-10-23 06:36:00,8,7,,"['color:red','size:L']",newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0004230,SES_00000338,CUST_FR_0000763,FR,running shoes,2024-09-08 21:09:00,44,3,PROD_000059,['category:men'],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004231,SES_00008045,CUST_BE_0001842,BE,summer dress,2024-07-30 21:45:00,205,1,,['price:under50'],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0004232,SES_00011134,CUST_DE_0000654,DE,maternity,2024-06-14 04:26:00,122,7,PROD_000132,"['size:L','brand:eurostyle']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004233,SES_00007474,,FR,organic cotton,2024-08-17 12:54:00,182,10,PROD_000120,['color:black'],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004234,SES_00005197,CUST_FR_0000806,FR,wool sweater,2024-11-22 21:34:00,212,,PROD_000075,[],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0004235,SES_00008850,CUST_DE_0000315,DE,party dress,2024-10-12 15:10:00,53,8,PROD_000138,['sustainable:true'],price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0004236,SES_00004429,CUST_FR_0000809,FR,running shoes,2024-08-21 16:15:00,137,2,PROD_000216,"['sustainable:true','color:black']",newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0004237,SES_00005299,CUST_FR_0000949,FR,robe d'été,2024-07-26 02:31:00,173,,,['brand:eurostyle'],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0004238,SES_00009327,CUST_DE_0000255,DE,accessories,2024-08-24 03:47:00,145,9,PROD_000006,['brand:eurostyle'],price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0004239,SES_00002495,,BE,black dress,2024-07-16 11:51:00,171,,,"['sustainable:true','size:L']",relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004240,SES_00010373,CUST_DE_0000064,DE,white shirt,2024-07-20 01:56:00,211,2,,"['material:cotton','category:men']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004241,SES_00004783,CUST_FR_0000883,FR,office attire,2024-10-02 20:57:00,49,4,,[],price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0004242,SES_00002452,,DE,party dress,2024-08-26 05:28:00,244,6,,['brand:eurostyle'],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004243,SES_00002168,CUST_DE_0000648,DE,party dress,2024-11-06 03:42:00,107,4,PROD_000115,[],newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0004244,SES_00005418,CUST_DE_0000660,DE,gift cards,2024-06-26 09:47:00,197,,PROD_000120,[],newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0004245,SES_00009139,CUST_DE_0000512,DE,casual wear,2024-08-07 19:38:00,117,,PROD_000174,['price:50to100'],relevance,5,False,2025-10-14 12:47:15
SEARCH_2024_0004246,SES_00000147,CUST_DE_0000023,DE,party dress,2024-10-14 07:38:00,225,7,,[],price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004247,SES_00007499,CUST_DE_0000532,DE,nachhaltige mode,2024-09-08 13:19:00,138,5,,[],popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0004248,SES_00009013,CUST_BE_0001716,BE,sports bra,2024-07-28 09:13:00,249,,,['size:L'],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0004249,SES_00004344,,FR,robe d'été,2024-06-26 15:02:00,102,7,PROD_000215,[],relevance,5,False,2025-10-14 12:47:15
SEARCH_2024_0004250,SES_00009833,CUST_DE_0000444,DE,sports bra,2024-09-07 08:12:00,197,3,PROD_000243,[],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004251,SES_00001281,CUST_DE_0000567,DE,trending now,2024-07-28 03:07:00,102,10,PROD_000070,[],price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0004252,SES_00004483,,FR,party dress,2024-11-25 06:40:00,183,8,PROD_000084,['size:M'],newest,3,False,2025-10-14 12:47:15
SEARCH_2024_0004253,SES_00000188,CUST_NL_0001583,NL,jeans,2024-10-02 15:54:00,46,,PROD_000201,['category:men'],price_high,0,False,2025-10-14 12:47:15
SEARCH_2024_0004254,SES_00002110,CUST_DE_0000344,DE,white shirt,2024-10-26 03:30:00,110,,PROD_000072,"['color:red','size:L']",relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004255,SES_00008953,CUST_DE_0000345,DE,vintage style,2024-07-30 12:32:00,160,10,,"['price:under50','material:cotton','color:black']",price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0004256,SES_00000719,CUST_NL_0001215,NL,zomerjurk,2024-07-16 01:50:00,221,10,,"['color:white','size:L']",relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004257,SES_00006753,CUST_NL_0001340,NL,jeans,2024-09-05 11:50:00,205,,PROD_000235,['color:black'],newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0004258,SES_00004539,CUST_DE_0000370,DE,casual wear,2024-09-24 09:14:00,58,,PROD_000209,"['price:under50','color:white']",popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004259,SES_00005925,CUST_BE_0001847,BE,office attire,2024-11-23 02:55:00,153,,PROD_000242,['sustainable:true'],relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0004260,SES_00000303,CUST_FR_0001162,FR,sale items,2024-10-20 06:23:00,240,,PROD_000204,['size:L'],price_high,1,False,2025-10-14 12:47:15
SEARCH_2024_0004261,SES_00009688,,FR,winter jacket,2024-10-08 11:43:00,123,9,PROD_000005,[],relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004262,SES_00007578,,DE,sports bra,2024-11-15 07:39:00,103,,PROD_000020,"['brand:eurostyle','size:M']",newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0004263,SES_00009453,,FR,sports bra,2024-06-19 20:08:00,150,3,PROD_000033,"['category:women','color:black','price:under50']",relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004264,SES_00001548,CUST_BE_0001663,BE,black dress,2024-08-18 21:06:00,169,4,,"['price:50to100','sustainable:true']",price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0004265,SES_00004938,CUST_BE_0001657,BE,eco friendly,2024-06-28 11:15:00,14,5,PROD_000037,"['category:women','color:red']",popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0004266,SES_00010400,CUST_DE_0000545,DE,maternity,2024-07-16 06:55:00,78,,,[],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004267,SES_00002784,CUST_BE_0001751,BE,eco friendly,2024-06-05 07:06:00,88,4,,"['color:black','size:L','size:M']",popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0004268,SES_00009948,,DE,summer dress,2024-08-24 11:51:00,62,3,PROD_000255,"['brand:eurostyle','color:white']",popular,3,False,2025-10-14 12:47:15
SEARCH_2024_0004269,SES_00005142,CUST_LU_0001998,LU,vintage style,2024-11-01 06:35:00,70,4,PROD_000047,"['material:cotton','price:under50']",relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0004270,SES_00010715,,FR,gift cards,2024-11-12 03:17:00,145,3,PROD_000122,"['brand:eurostyle','sustainable:true']",relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004271,SES_00004574,CUST_BE_0001797,BE,sale items,2024-10-23 10:58:00,148,1,,['category:women'],newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0004272,SES_00000818,CUST_NL_0001281,NL,sale items,2024-09-26 07:26:00,39,6,PROD_000206,[],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004273,SES_00008951,,FR,running shoes,2024-06-01 05:46:00,60,7,PROD_000266,['price:50to100'],newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0004274,SES_00005280,CUST_BE_0001668,BE,sports bra,2024-09-02 23:26:00,201,2,PROD_000246,[],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0004275,SES_00002894,CUST_DE_0000668,DE,gift cards,2024-11-07 06:45:00,239,4,PROD_000033,"['size:M','category:men']",newest,1,False,2025-10-14 12:47:15
SEARCH_2024_0004276,SES_00006427,,LU,running shoes,2024-09-18 21:38:00,210,4,,['category:men'],popular,0,False,2025-10-14 12:47:15
SEARCH_2024_0004277,SES_00000883,CUST_NL_0001469,NL,sports bra,2024-10-07 20:47:00,208,,PROD_000072,[],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0004278,SES_00005802,CUST_BE_0001698,BE,designer bags,2024-11-26 08:49:00,175,9,PROD_000242,"['color:black','sustainable:true','price:50to100']",price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0004279,SES_00010971,CUST_NL_0001569,NL,winterjas,2024-09-08 22:29:00,44,,PROD_000008,[],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004280,SES_00008748,CUST_FR_0000909,FR,maternity,2024-07-19 04:31:00,86,7,PROD_000024,['sustainable:true'],popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0004281,SES_00000779,CUST_BE_0001668,BE,office attire,2024-11-27 02:39:00,122,8,,[],price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004282,SES_00010655,,FR,plus size,2024-08-30 15:43:00,151,8,,"['color:white','brand:eurostyle']",relevance,4,False,2025-10-14 12:47:15
SEARCH_2024_0004283,SES_00000384,CUST_FR_0000721,FR,eco friendly,2024-09-02 22:16:00,61,7,,['size:L'],price_low,0,False,2025-10-14 12:47:15
SEARCH_2024_0004284,SES_00003766,CUST_DE_0000540,DE,accessories,2024-11-23 01:57:00,200,4,,['sustainable:true'],relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0004285,SES_00008929,CUST_FR_0001039,FR,sneakers,2024-11-18 17:27:00,101,6,PROD_000204,"['sustainable:true','size:L','color:red']",relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004286,SES_00006311,CUST_FR_0001071,FR,mode durable,2024-09-29 12:49:00,162,2,PROD_000150,['price:50to100'],relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004287,SES_00003707,CUST_NL_0001388,NL,eco friendly,2024-07-17 04:52:00,220,9,,"['sustainable:true','category:women']",relevance,1,False,2025-10-14 12:47:15
SEARCH_2024_0004288,SES_00009772,CUST_DE_0000276,DE,maternity,2024-10-27 12:14:00,42,3,,[],popular,4,False,2025-10-14 12:47:15
SEARCH_2024_0004289,SES_00003188,,NL,winterjas,2024-09-19 09:20:00,25,,,"['size:L','price:under50','material:cotton']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004290,SES_00006191,CUST_NL_0001479,NL,maternity,2024-07-06 14:30:00,59,,PROD_000028,['sustainable:true'],popular,2,False,2025-10-14 12:47:15
SEARCH_2024_0004291,SES_00003722,,FR,designer bags,2024-09-23 06:33:00,174,9,PROD_000039,['price:50to100'],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0004292,SES_00004276,CUST_FR_0000937,FR,new arrivals,2024-11-26 19:43:00,102,7,,['category:men'],popular,5,False,2025-10-14 12:47:15
SEARCH_2024_0004293,SES_00011075,,FR,eco friendly,2024-08-06 18:26:00,101,8,PROD_000273,"['price:50to100','sustainable:true']",relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0004294,SES_00009077,CUST_DE_0000403,DE,vintage style,2024-08-05 10:19:00,58,2,,['brand:eurostyle'],price_low,3,False,2025-10-14 12:47:15
SEARCH_2024_0004295,SES_00006566,,BE,maternity,2024-10-13 05:38:00,68,7,PROD_000212,['category:men'],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004296,SES_00001857,CUST_BE_0001749,BE,vintage style,2024-06-19 04:55:00,239,,,"['size:M','price:under50','price:50to100']",price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0004297,SES_00004763,CUST_NL_0001473,NL,winterjas,2024-10-21 13:33:00,55,3,,[],newest,4,False,2025-10-14 12:47:15
SEARCH_2024_0004298,SES_00009349,CUST_LU_0001957,LU,trending now,2024-09-04 00:54:00,145,3,,[],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0004299,SES_00010937,,FR,plus size,2024-09-15 08:33:00,188,3,PROD_000205,[],newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0004300,SES_00009523,CUST_DE_0000319,DE,sustainable fashion,2024-08-21 00:01:00,231,6,PROD_000041,"['price:under50','color:black']",price_high,5,False,2025-10-14 12:47:15
SEARCH_2024_0004301,SES_00003946,,LU,running shoes,2024-11-03 11:44:00,186,5,,['size:L'],price_high,3,False,2025-10-14 12:47:15
SEARCH_2024_0004302,SES_00000473,CUST_DE_0000206,DE,nachhaltige mode,2024-11-15 18:04:00,148,3,PROD_000019,[],price_high,2,False,2025-10-14 12:47:15
SEARCH_2024_0004303,SES_00002989,CUST_DE_0000038,DE,running shoes,2024-11-09 07:09:00,107,,PROD_000262,['size:M'],popular,1,False,2025-10-14 12:47:15
SEARCH_2024_0004304,SES_00005577,CUST_NL_0001262,NL,party dress,2024-06-09 04:57:00,13,,PROD_000151,[],newest,0,False,2025-10-14 12:47:15
SEARCH_2024_0004305,SES_00001476,CUST_BE_0001602,BE,office attire,2024-10-24 15:18:00,169,,,[],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0004306,SES_00007035,CUST_FR_0000876,FR,gift cards,2024-06-29 19:49:00,181,,PROD_000140,['category:men'],price_low,2,False,2025-10-14 12:47:15
SEARCH_2024_0004307,SES_00006636,CUST_NL_0001276,NL,winterjas,2024-08-16 06:39:00,15,1,,[],price_low,4,False,2025-10-14 12:47:15
SEARCH_2024_0004308,SES_00005423,CUST_BE_0001859,BE,leather jacket,2024-10-29 13:37:00,83,10,,[],relevance,0,False,2025-10-14 12:47:15
SEARCH_2024_0004309,SES_00006158,,BE,eco friendly,2024-06-15 08:44:00,244,,,[],price_high,4,False,2025-10-14 12:47:15
SEARCH_2024_0004310,SES_00005797,CUST_FR_0001137,FR,veste d'hiver,2024-09-07 03:01:00,60,8,PROD_000246,['price:50to100'],price_low,5,False,2025-10-14 12:47:15
SEARCH_2024_0004311,SES_00005149,,DE,nachhaltige mode,2024-06-14 13:42:00,188,6,PROD_000270,"['color:red','sustainable:true','category:women']",newest,2,False,2025-10-14 12:47:15
SEARCH_2024_0004312,SES_00008799,CUST_BE_0001709,BE,trending now,2024-11-17 13:47:00,155,9,PROD_000232,"['size:L','category:women']",newest,5,False,2025-10-14 12:47:15
SEARCH_2024_0004313,SES_00007879,CUST_NL_0001227,NL,gift cards,2024-06-27 23:27:00,151,2,PROD_000176,"['brand:eurostyle','price:50to100']",price_low,1,False,2025-10-14 12:47:15
SEARCH_2024_0004314,SES_00002451,,BE,office attire,2024-07-13 22:00:00,156,1,,"['color:black','size:M']",newest,3,False,2025-10-14 12:47:15
SEARCH_2024_0004315,SES_00007120,,NL,trending now,2024-09-24 19:10:00,57,1,,[],relevance,3,False,2025-10-14 12:47:15
SEARCH_2024_0004316,SES_00008096,CUST_FR_0000888,FR,vintage style,2024-09-29 22:29:00,96,9,PROD_000176,[],relevance,5,False,2025-10-14 12:47:15
